"guid","Label","Description","Specification","Type","ResourceType","Dimension","InformationElement","Source","Example implementation"
"9f641504-713b-4053-bf10-196fd0852819","MEASURE_RELATIONSHIPOFRESOURCE_SINGLE_COMPLETENESS","Test to see whether a provided dwc:relationshipOfResource contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if relationshipOfResource is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","relationshipOfResource","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"7a37cd18-a1b2-46ed-866c-c73e2347f6cb","MEASURE_REPRODUCTIVECONDITION_SINGLE_COMPLETENESS","Test to see whether a provided dwc:reproductiveCondition contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if reproductiveCondition is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","reproductiveCondition","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"a0a7452d-ce1c-4b2e-9407-94221c60c44a","MEASURE_SCIENTIFICNAME_SINGLE_COMPLETENESS","Test to see whether a provided dwc:scientificName contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if scientificName is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","scientificName","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"a2268d72-fb28-4656-9575-bd33a99420d9","MEASURE_SCIENTIFICNAMEAUTHORSHIP_SINGLE_COMPLETENESS","Test to see whether a provided dwc:scientificNameAuthorship contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if scientificNameAuthorship is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","scientificNameAuthorship","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"aafde1a2-2846-47bc-afb4-199b3ebd355a","MEASURE_SEX_SINGLE_COMPLETENESS","Test to see whether a provided dwc:sex contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if sex is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","sex","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"9870a318-9377-4dd8-b0c2-805327057883","MEASURE_SPECIFICEPITHET_SINGLE_COMPLETENESS","Test to see whether a provided dwc:specificEpithet contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if specificEpithet is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","specificEpithet","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"d2fdb144-faa7-4687-9c52-9e3eba56472b","MEASURE_STARTDAYOFYEAR_SINGLE_COMPLETENESS","Test to see whether a provided dwc:startDayOfYear contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if startDayOfYear is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","startDayOfYear","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"c020d212-f97d-46f9-8f60-ce85937d340f","MEASURE_STATEPROVINCE_SINGLE_COMPLETENESS","Test to see whether a provided dwc:stateProvince contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if stateProvince is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","stateProvince","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"ba82ef8a-ab57-4ceb-a1f6-25411fe7a89f","MEASURE_SUBGENUS_SINGLE_COMPLETENESS","Test to see whether a provided dwc:subgenus contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if subgenus is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","subgenus","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"13b2314d-2203-416a-ac1f-1483282d6d2b","MEASURE_TAXONRANK_SINGLE_COMPLETENESS","Test to see whether a provided dwc:taxonRank contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if taxonRank is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","taxonRank","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"762921f7-6bad-4cbf-87d8-02b40dd389dd","MEASURE_TYPESTATUS_SINGLE_COMPLETENESS","Test to see whether a provided dwc:typeStatus contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if typeStatus is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","typeStatus","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"c7a2d7c3-d070-4a04-b085-b0eacb434ff4","MEASURE_VERBATIMCOORDINATES_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimCoordinates contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimCoordinates is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimCoordinates","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"45c96ed4-7ced-4160-9aa6-b2ba8d92b6ae","MEASURE_VERBATIMDEPTH_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimDepth contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimDepth is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimDepth","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"2be10ba0-fdcc-49ef-9da4-4d6f5f24e5bc","MEASURE_VERBATIMELEVATION_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimElevation contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimElevation is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimElevation","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"3faa9931-7787-49e7-a5bc-60bb67f385e7","MEASURE_VERBATIMEVENTDATE_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimEventDate contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimEventDate is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimEventDate","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"f6cf6312-d98e-434c-be85-25ae91a45b7a","MEASURE_VERBATIMLATITUDE_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimLatitude contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimLatitude is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimLatitude","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"5b5478c3-340b-4b43-80f6-ce20c3307023","MEASURE_VERBATIMLONGITUDE_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimLongitude contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimLongitude is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimLongitude","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"72709e74-e1fd-435c-9230-5be9446639f9","MEASURE_VERBATIMSRS_SINGLE_COMPLETENESS","Test to see whether a provided dwc:verbatimSRS contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimSRS is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","verbatimSRS","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"174c1bf3-9f54-4b9b-92b0-8611cb675f81","MEASURE_VERNACULARNAME_SINGLE_COMPLETENESS","Test to see whether a provided dwc:vernacularName contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if vernacularName is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","vernacularName","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"d0e9826f-72d2-408c-a071-1515d2204894","MEASURE_WATERBODY_SINGLE_COMPLETENESS","Test to see whether a provided dwc:waterBody contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if waterBody is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","waterBody","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"e139d0e5-9772-459a-bf2a-3c017f9fbdeb","MEASURE_YEAR_SINGLE_COMPLETENESS","Test to see whether a provided dwc:year contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if year is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","Single Record","Completeness","year","Kurator","https://github.com/kurator-org/dwc_completeness/tree/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
